1680574191177.0,0.0,0.0,0.0,0.0,0.0,0.0,12.04,12.04,12.04,11.0,9.0,7.0,5.0,3.16,1.0,2.83,5.0,7.21,9.43,10.82,12.21,13.04,13.04,13.6,12.21,12.21,10.82,8.06,5.83,4.0,3.16,4.12,0.0,7.0,9.06,10.05,11.05,11.05,11.05,11.0,10.0,8.06,6.08,5.1,3.0,1.41,2.24,3.61,6.4,9.22,10.63,11.31,12.04,13.45,13.45,12.81,12.21,10.82,8.6,0.0,0.0,0.0,0.0,0.0
1680574191177.0,0.0,0.0,0.0,0.0,0.0,0.0,12.53,12.53,11.66,10.3,9.43,7.62,5.39,3.16,2.24,2.0,4.47,6.71,8.06,10.3,11.18,12.53,12.53,12.08,12.08,10.77,9.85,8.06,5.0,4.24,2.0,3.61,0.0,7.28,8.25,9.49,10.44,10.77,10.77,9.85,8.94,7.62,6.71,4.47,2.24,1.41,2.0,5.39,7.28,8.54,10.44,11.4,13.34,13.34,14.14,13.15,13.15,10.2,9.06,0.0,0.0,0.0,0.0,0.0
1680574191187.0,0.0,0.0,0.0,0.0,0.0,0.0,13.42,13.42,12.53,11.18,10.3,8.94,6.71,3.61,2.24,2.24,4.12,6.0,8.0,10.0,11.0,12.04,13.04,13.04,12.04,11.05,9.06,7.0,5.1,3.16,3.0,4.12,0.0,7.81,9.22,11.31,12.04,12.04,11.4,11.4,10.0,8.6,7.21,5.0,2.83,2.0,3.61,5.39,7.28,9.49,11.4,12.65,13.93,14.32,14.32,13.42,12.53,11.66,10.3,0.0,0.0,0.0,0.0,0.0
1680574191217.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21,12.81,12.21,11.4,9.22,7.81,5.66,3.61,2.0,3.16,5.0,7.07,9.06,11.05,12.04,13.04,13.04,13.04,13.04,11.05,10.05,8.06,6.32,4.47,2.24,3.16,0.0,7.07,8.49,9.22,10.63,10.63,11.31,10.63,10.0,7.07,5.0,3.61,2.83,1.0,2.24,5.1,7.07,9.0,11.0,12.0,13.04,13.15,14.14,13.15,12.17,11.18,9.22,0.0,0.0,0.0,0.0,0.0
1680574191317.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,11.4,10.44,9.49,8.54,6.32,4.47,2.24,1.0,3.0,4.0,7.0,9.0,10.0,11.0,12.04,12.04,13.04,12.04,11.05,9.06,8.0,6.08,4.24,3.61,4.0,0.0,7.62,8.94,9.43,10.82,11.18,11.18,9.85,9.85,8.54,6.32,5.39,3.16,1.41,1.41,3.16,5.1,7.28,9.22,10.44,11.7,12.08,12.08,11.18,10.3,9.43,7.21,0.0,0.0,0.0,0.0,0.0
1680574191407.0,0.0,0.0,0.0,0.0,0.0,0.0,12.37,13.34,12.37,11.18,10.2,8.06,6.08,4.0,1.41,2.24,5.0,7.07,8.49,9.9,11.31,12.73,12.73,12.73,12.04,10.63,9.22,7.07,5.0,3.16,2.24,3.16,0.0,7.0,9.0,10.05,11.0,11.0,11.0,11.05,9.06,8.06,6.08,5.0,2.0,1.41,3.16,5.0,7.21,9.22,10.82,12.21,13.04,13.89,13.89,13.42,12.08,11.18,8.94,0.0,0.0,0.0,0.0,0.0
1680574191407.0,0.0,0.0,0.0,0.0,0.0,0.0,13.15,14.14,13.15,12.17,10.05,9.22,6.08,4.47,2.24,2.83,4.47,6.71,8.54,10.77,11.7,13.0,13.0,13.0,12.08,11.18,9.85,7.62,6.08,3.0,2.24,4.0,0.0,7.62,9.85,11.18,12.08,12.08,11.7,11.7,10.44,9.49,7.28,5.39,2.24,2.0,2.83,5.0,7.21,9.43,11.66,13.6,14.42,15.0,14.87,14.87,13.45,12.04,9.9,0.0,0.0,0.0,0.0,0.0
1680574191407.0,0.0,0.0,0.0,0.0,0.0,0.0,13.89,13.89,13.89,12.53,11.18,8.06,6.71,4.47,1.0,1.0,4.24,6.4,8.6,10.0,11.4,12.81,12.21,12.21,12.21,11.4,9.22,7.07,5.0,3.16,3.61,4.47,0.0,8.0,10.05,11.05,12.04,12.04,13.15,12.17,11.18,9.22,7.28,6.08,4.0,2.83,3.0,4.47,7.21,9.43,10.3,12.53,13.42,14.32,13.93,13.93,13.0,10.44,9.49,0.0,0.0,0.0,0.0,0.0
1680574191407.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,12.04,11.4,10.63,9.22,7.07,5.0,3.61,2.0,2.0,5.0,7.07,9.06,10.05,11.05,12.04,12.04,13.04,12.04,11.05,10.05,8.06,6.08,3.61,2.24,3.16,0.0,7.07,8.49,9.22,10.63,9.9,11.31,9.9,8.49,7.07,6.4,4.24,2.24,1.0,2.0,5.0,7.0,9.0,10.0,12.0,13.04,13.15,13.15,13.34,11.4,10.2,8.25,0.0,0.0,0.0,0.0,0.0
1680574191427.0,0.0,0.0,0.0,0.0,0.0,0.0,12.04,12.04,12.04,11.0,9.0,7.0,5.0,3.16,1.0,2.83,5.83,8.06,9.43,11.18,12.53,13.89,13.89,13.89,13.04,11.66,10.3,8.94,6.32,5.1,3.16,4.12,0.0,7.28,8.25,10.2,10.44,11.4,12.17,11.05,10.05,8.06,6.0,5.0,3.0,1.0,2.24,4.47,6.71,8.94,10.3,12.21,13.04,13.6,13.6,13.45,12.81,10.63,9.22,0.0,0.0,0.0,0.0,0.0
