1680694135709.0,0.0,11.18,10.77,10.82,12.04,12.73,14.87,16.4,17.03,19.21,19.1,19.8,17.69,17.03,15.0,12.81,9.22,6.4,5.0,7.62,11.18,14.76,17.46,19.92,21.38,22.0,21.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18,10.77,10.77,10.77,11.18,10.3,9.43,10.0,10.63,11.31,12.04,12.81,12.21,13.04,12.53,13.93,13.6,14.32,14.56,15.52,15.52,16.49,14.56,14.32,14.32,13.04
1680694135709.0,0.0,11.18,10.77,10.82,12.04,12.73,14.87,16.4,17.03,19.21,19.1,19.8,17.69,17.03,15.0,12.81,9.22,6.4,5.0,7.62,11.18,14.76,17.46,19.92,21.38,22.0,21.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18,10.77,10.77,10.77,11.18,10.3,9.43,10.0,10.63,11.31,12.04,12.81,12.21,13.04,12.53,13.93,13.6,14.32,14.56,15.52,15.52,16.49,14.56,14.32,14.32,13.04
1680694135709.0,0.0,12.04,10.82,11.7,12.17,13.04,15.03,17.03,18.03,19.03,20.0,20.0,19.1,18.25,16.28,13.6,10.44,6.08,5.0,6.71,10.2,14.56,17.09,20.12,21.63,22.67,22.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.65,13.0,13.0,13.0,12.65,12.65,12.37,12.17,13.04,13.0,14.04,14.04,14.14,14.32,14.56,14.56,15.23,15.65,17.0,17.89,18.36,17.89,17.89,16.64,15.26,13.6
1680694135757.0,0.0,10.05,10.44,10.3,12.04,12.81,15.0,16.4,17.2,18.6,19.21,19.1,18.38,17.03,14.21,12.21,8.6,6.4,5.0,7.21,10.63,14.21,18.03,20.12,21.19,22.36,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,11.7,12.65,11.7,11.7,10.77,11.18,11.66,11.4,12.04,12.73,13.45,13.45,13.6,13.04,13.42,13.93,15.52,15.52,16.76,17.46,17.46,16.76,15.52,14.56,13.15
1680694135773.0,0.0,11.18,12.0,12.17,12.65,14.76,16.12,17.49,18.87,20.59,20.59,21.02,20.62,19.31,16.76,14.32,10.44,7.21,5.83,8.0,11.18,15.13,19.1,21.0,23.09,24.04,24.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,12.0,12.0,11.05,11.05,11.18,11.4,11.7,12.08,12.53,13.89,13.6,14.21,14.21,14.14,15.62,15.81,17.2,18.03,18.03,18.03,18.03,16.64,15.26,14.76
1680694135789.0,0.0,11.7,12.04,11.05,13.34,13.93,16.55,17.89,18.79,19.7,21.54,21.19,19.92,18.44,16.28,14.14,10.2,7.62,6.4,8.06,11.0,15.0,18.03,21.21,22.8,23.26,23.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,12.0,12.0,11.05,11.05,11.18,11.4,11.7,13.0,13.42,13.42,13.89,13.89,13.6,14.21,14.87,15.62,16.4,17.2,17.8,17.8,17.8,16.4,15.0,14.42
1680694135789.0,0.0,11.7,12.04,11.05,13.34,13.93,16.55,17.89,18.79,19.7,21.54,21.19,19.92,18.44,16.28,14.14,10.2,7.62,6.4,8.06,11.0,15.0,18.03,21.21,22.8,23.26,23.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,12.0,12.0,11.05,11.05,11.18,11.4,11.7,13.0,13.42,13.42,13.89,13.89,13.6,14.21,14.87,15.62,16.4,17.2,17.8,17.8,17.8,16.4,15.0,14.42
1680694135853.0,0.0,11.4,10.44,10.82,11.31,12.81,14.21,15.81,16.64,18.03,18.6,17.8,17.69,16.97,14.87,12.04,9.22,5.66,4.0,5.83,9.22,12.81,15.81,18.36,19.31,20.62,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.66,11.66,11.66,11.66,11.66,10.82,11.4,10.63,12.04,12.04,12.21,13.04,13.04,13.89,13.0,13.6,14.32,15.3,16.28,16.12,17.26,17.26,16.12,15.13,14.14,13.04
1680694135853.0,0.0,11.31,10.82,10.77,12.37,13.04,15.0,17.0,18.0,19.0,20.0,20.02,19.1,18.25,15.52,13.6,9.49,6.0,5.0,7.62,10.2,14.56,18.03,20.12,21.63,23.35,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.53,12.53,13.04,12.53,12.53,12.08,11.7,12.37,12.17,13.15,14.04,14.04,14.0,15.03,14.14,15.3,15.52,16.16,17.09,17.46,18.38,17.46,17.46,16.55,15.65,13.89
1680694135913.0,0.0,11.4,11.66,11.7,13.15,14.0,16.0,18.03,19.03,20.02,21.02,21.0,20.02,19.1,17.26,14.32,10.2,7.0,5.0,6.71,10.44,14.56,18.03,21.02,22.47,23.43,23.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08,12.08,13.0,12.08,12.08,11.7,11.4,12.17,12.04,13.0,14.0,14.04,14.14,15.3,14.32,15.81,15.23,17.0,17.0,18.36,18.36,18.36,18.36,17.49,16.12,14.42
1680694135929.0,0.0,11.18,12.08,12.21,13.45,14.87,16.4,18.6,20.0,20.0,20.62,20.52,20.52,19.1,17.03,14.21,10.0,7.81,6.08,6.71,11.4,15.0,17.49,21.54,21.84,23.19,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18,11.18,12.08,11.18,12.08,10.3,10.82,11.4,12.04,12.73,13.45,13.6,14.42,13.89,14.32,15.23,14.56,16.49,17.26,18.25,18.25,18.25,18.44,17.26,15.13,14.04
1680694135929.0,0.0,11.31,11.4,11.18,12.65,14.14,16.12,18.11,19.1,20.1,21.21,21.38,20.4,18.68,16.76,13.93,10.44,7.07,5.83,8.6,11.18,15.65,18.36,21.4,23.35,24.21,24.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,11.4,11.4,11.4,11.4,10.82,10.3,10.77,11.7,12.37,13.34,13.15,13.15,14.04,13.04,14.14,14.32,15.81,15.81,16.76,17.72,18.03,16.76,15.81,14.87,13.42
1680694135976.0,0.0,10.2,10.0,10.2,10.77,12.53,13.6,15.0,16.4,17.2,18.03,18.87,17.89,16.55,14.87,12.65,9.49,5.83,4.12,6.08,9.85,13.6,16.49,19.1,21.0,21.38,21.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.17,12.04,12.04,12.04,12.17,11.18,11.4,11.7,12.08,12.53,13.04,13.04,13.6,12.81,13.45,13.45,13.6,14.42,15.26,16.12,17.0,16.12,16.12,16.12,13.89,13.0
1680694135991.0,0.0,12.53,12.65,12.04,13.04,14.14,16.49,17.72,19.65,20.62,20.62,21.38,20.1,19.03,17.0,14.0,11.0,7.07,5.66,7.28,11.05,15.03,18.25,20.88,22.85,23.32,23.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.04,12.04,13.15,13.04,12.04,12.0,12.04,12.17,13.34,13.6,14.87,14.87,14.87,15.23,14.76,15.81,16.4,16.28,17.69,18.38,19.1,19.1,18.38,17.69,16.97,14.87
1680694136006.0,0.0,12.04,11.18,11.7,12.53,14.42,16.4,17.8,19.21,20.0,20.81,20.25,20.25,19.24,16.55,13.93,10.77,7.21,5.39,8.06,11.4,14.56,18.44,21.21,23.0,23.19,24.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18,11.18,12.17,12.17,11.18,11.4,10.44,10.77,11.66,12.21,12.81,13.6,13.45,14.14,13.45,15.0,15.26,15.65,16.55,17.89,17.89,17.89,17.89,16.55,15.23,13.93
1680694136021.0,0.0,12.37,12.0,12.17,12.65,14.32,17.0,18.36,19.24,20.59,20.12,20.62,20.25,18.97,16.49,14.32,11.4,6.71,5.83,8.0,11.18,15.13,18.03,21.02,22.36,24.04,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,11.0,12.0,11.0,11.05,11.18,11.4,11.7,12.08,13.42,13.42,13.89,13.6,14.21,14.87,14.87,15.62,17.2,17.2,17.8,18.6,17.2,16.64,15.81,13.89
1680694136051.0,0.0,10.3,10.63,10.82,12.08,13.6,15.52,16.49,18.44,19.65,19.92,19.31,19.31,17.89,16.12,13.04,9.43,6.32,4.47,7.21,11.18,15.26,18.6,20.52,22.02,23.32,22.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.04,12.04,12.81,12.04,12.04,11.31,11.4,11.4,11.66,12.53,13.0,13.93,13.6,13.6,14.14,14.04,14.0,15.03,16.12,17.12,17.12,17.12,17.12,16.12,15.13,13.34
1680694136082.0,0.0,11.7,11.05,12.04,13.15,14.56,16.16,17.46,19.7,20.62,21.19,20.88,19.65,19.42,17.26,14.14,10.2,7.62,5.83,8.06,12.0,15.03,19.0,21.21,22.8,24.17,23.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05,11.05,12.04,11.05,12.04,11.05,11.05,11.05,11.4,12.37,12.65,13.0,13.42,13.89,14.42,15.0,14.87,16.28,16.28,17.69,18.44,18.44,17.69,16.28,15.62,13.6
1680694136097.0,0.0,11.18,11.4,12.04,13.04,14.32,16.49,17.72,18.68,19.92,21.59,21.38,20.22,19.03,16.03,14.0,11.05,7.28,5.66,8.25,12.04,15.03,19.1,21.84,23.41,24.19,24.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,11.7,11.7,11.7,11.4,10.2,11.05,11.05,11.05,12.04,13.15,13.15,13.34,13.6,13.93,14.76,14.42,16.4,16.4,17.8,17.8,17.8,17.8,16.28,14.87,14.14
1680694136097.0,0.0,12.53,11.4,12.04,13.04,14.32,17.09,18.03,18.97,20.25,21.54,20.62,20.12,19.24,16.64,14.42,10.82,7.62,6.08,7.81,11.4,15.0,18.38,21.26,23.02,23.26,24.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.31,12.04,12.04,12.04,12.04,11.31,11.4,11.66,12.53,13.0,13.93,13.93,14.56,14.32,14.14,15.03,15.0,16.03,17.12,18.11,18.11,19.1,18.11,17.26,16.12,14.32
1680694136142.0,0.0,12.37,12.04,12.17,13.6,14.32,17.0,18.36,19.72,21.1,21.47,22.36,20.62,20.25,17.72,14.56,10.44,7.62,5.83,7.0,11.4,15.3,19.24,22.0,23.09,24.74,24.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.15,13.04,14.04,13.04,13.04,13.15,12.37,12.65,13.0,14.32,14.76,15.26,15.81,15.0,15.62,16.28,17.03,17.2,18.6,19.42,19.42,19.42,19.42,18.03,16.64,14.76
1680694136157.0,0.0,11.7,12.17,12.0,12.17,14.56,16.16,17.46,18.38,19.7,20.25,20.88,19.65,18.44,16.12,14.04,10.05,7.28,5.0,7.07,10.05,14.04,18.0,20.22,21.59,22.85,23.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,13.04,13.04,12.0,12.04,12.04,12.37,12.37,12.65,13.93,14.32,14.32,14.76,14.42,15.62,15.56,16.28,17.69,18.44,18.44,18.44,18.44,17.03,15.62,14.42
1680694136188.0,0.0,11.05,10.44,11.18,12.21,14.14,15.56,17.69,18.44,19.1,19.8,20.52,19.21,17.2,15.81,13.04,10.0,6.4,6.0,8.06,11.66,15.26,18.79,20.88,22.36,24.02,23.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18,12.17,11.18,11.18,11.18,10.44,10.44,9.85,10.82,11.4,12.04,12.04,12.73,12.81,13.6,13.89,14.76,15.23,16.16,17.09,17.09,17.09,16.16,14.87,14.87,12.37
1680694136220.0,0.0,10.05,10.77,10.82,12.04,13.45,15.0,17.2,18.6,18.6,19.85,19.1,18.38,17.69,15.62,12.21,8.6,6.4,4.0,7.21,10.63,14.21,18.03,21.02,22.14,23.35,23.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,12.65,12.65,12.65,12.65,11.7,11.18,11.66,11.4,12.81,12.73,14.14,14.21,13.6,13.89,14.76,15.23,15.81,16.76,17.72,17.72,17.72,17.72,15.52,14.56,13.15
